Point Name,X Pos[µm],Y Pos[µm],Image,Well,CellLine,Condition
44,-1808.4,6765.0,168,B2,786O,SART1 kd4
45,-1008.3,6771.1,169,B2,786O,SART1 kd4
46,-208.2,6777.0,170,B2,786O,SART1 kd4
47,591.5,6783.0,171,B2,786O,SART1 kd4
48,1391.7,6789.1,172,B2,786O,SART1 kd4
51,-214.3,7577.2,173,B2,786O,SART1 kd4
52,-1014.3,7571.1,174,B2,786O,SART1 kd4
53,-1814.3,7565.1,175,B2,786O,SART1 kd4
54,-2614.2,7559.2,176,B2,786O,SART1 kd4
55,-3414.2,7553.1,177,B2,786O,SART1 kd4
56,-4214.2,7547.1,178,B2,786O,SART1 kd4
57,-4220.1,8347.0,179,B2,786O,SART1 kd4
58,-3420.1,8352.9,180,B2,786O,SART1 kd4
59,-2620.2,8358.9,181,B2,786O,SART1 kd4
60,-1820.1,8364.9,182,B2,786O,SART1 kd4
61,-1020.2,8370.9,183,B2,786O,SART1 kd4
62,-220.2,8376.9,184,B2,786O,SART1 kd4
63,579.8,8383.0,185,B2,786O,SART1 kd4
1,-10128.6,-8734.0,186,A3,786O,SART1 kd6
2,-10928.6,-8740.0,187,A3,786O,SART1 kd6
3,-11728.7,-8745.9,188,A3,786O,SART1 kd6
4,-12528.6,-8752.0,189,A3,786O,SART1 kd6
5,-13328.6,-8758.0,190,A3,786O,SART1 kd6
6,-14128.5,-8764.0,191,A3,786O,SART1 kd6
7,-14928.5,-8769.9,192,A3,786O,SART1 kd6
10,-14934.3,-7969.9,193,A3,786O,SART1 kd6
11,-14134.3,-7963.9,194,A3,786O,SART1 kd6
12,-13334.6,-7958.0,195,A3,786O,SART1 kd6
13,-12534.4,-7951.9,196,A3,786O,SART1 kd6
14,-11734.6,-7946.0,197,A3,786O,SART1 kd6
15,-10934.6,-7940.0,198,A3,786O,SART1 kd6
16,-10134.6,-7934.1,199,A3,786O,SART1 kd6
17,-10140.5,-7133.8,200,A3,786O,SART1 kd6
18,-10940.7,-7139.9,201,A3,786O,SART1 kd6
19,-11740.6,-7146.0,202,A3,786O,SART1 kd6
20,-12540.5,-7152.1,203,A3,786O,SART1 kd6
21,-13340.4,-7158.1,204,A3,786O,SART1 kd6
22,-14140.5,-7164.0,205,A3,786O,SART1 kd6
23,-14940.5,-7170.1,206,A3,786O,SART1 kd6
24,-15740.7,-7176.0,207,A3,786O,SART1 kd6
25,-15746.5,-6376.2,208,A3,786O,SART1 kd6
26,-14946.5,-6370.1,209,A3,786O,SART1 kd6
27,-14146.4,-6364.3,210,A3,786O,SART1 kd6
28,-13346.6,-6358.0,211,A3,786O,SART1 kd6
29,-12546.7,-6352.1,212,A3,786O,SART1 kd6
30,-11746.6,-6346.1,213,A3,786O,SART1 kd6
35,-11752.7,-5546.1,214,A3,786O,SART1 kd6
36,-12552.8,-5552.2,215,A3,786O,SART1 kd6
37,-13352.6,-5558.1,216,A3,786O,SART1 kd6
38,-14152.7,-5564.3,217,A3,786O,SART1 kd6
39,-14952.4,-5569.6,218,A3,786O,SART1 kd6
56,-15764.8,-3976.1,219,A3,786O,SART1 kd6
57,-15770.6,-3176.2,220,A3,786O,SART1 kd6
58,-14970.5,-3170.2,221,A3,786O,SART1 kd6
59,-14170.5,-3164.2,222,A3,786O,SART1 kd6
61,-12570.6,-3152.2,223,A3,786O,SART1 kd6
62,-11770.6,-3146.2,224,A3,786O,SART1 kd6
4,-12503.9,2771.7,225,B3,786O,FIBP kd6
5,-13303.7,2766.0,226,B3,786O,FIBP kd6
6,-14103.7,2759.8,227,B3,786O,FIBP kd6
10,-14909.5,3553.8,228,B3,786O,FIBP kd6
11,-14109.4,3559.7,229,B3,786O,FIBP kd6
12,-13309.5,3565.7,230,B3,786O,FIBP kd6
13,-12509.5,3571.7,231,B3,786O,FIBP kd6
14,-11709.7,3577.9,232,B3,786O,FIBP kd6
18,-10915.8,4383.8,233,B3,786O,FIBP kd6
19,-11715.8,4377.8,234,B3,786O,FIBP kd6
20,-12515.9,4371.9,235,B3,786O,FIBP kd6
21,-13315.6,4365.9,236,B3,786O,FIBP kd6
22,-14115.6,4359.8,237,B3,786O,FIBP kd6
23,-14915.7,4353.9,238,B3,786O,FIBP kd6
26,-14921.5,5153.8,239,B3,786O,FIBP kd6
27,-14121.5,5159.6,240,B3,786O,FIBP kd6
28,-13321.7,5165.8,241,B3,786O,FIBP kd6
29,-12521.7,5171.7,242,B3,786O,FIBP kd6
30,-11721.8,5177.7,243,B3,786O,FIBP kd6
31,-10921.6,5183.7,244,B3,786O,FIBP kd6
34,-10927.8,5983.5,245,B3,786O,FIBP kd6
35,-11727.7,5977.8,246,B3,786O,FIBP kd6
36,-12527.8,5972.0,247,B3,786O,FIBP kd6
37,-13327.7,5965.7,248,B3,786O,FIBP kd6
38,-14127.8,5959.7,249,B3,786O,FIBP kd6
39,-14927.6,5953.7,250,B3,786O,FIBP kd6
40,-15727.7,5947.7,251,B3,786O,FIBP kd6
42,-14933.4,6753.6,252,B3,786O,FIBP kd6
43,-14133.7,6759.7,253,B3,786O,FIBP kd6
44,-13333.8,6765.7,254,B3,786O,FIBP kd6
45,-12533.7,6771.6,255,B3,786O,FIBP kd6
46,-11733.7,6777.6,256,B3,786O,FIBP kd6
52,-12539.7,7571.8,257,B3,786O,FIBP kd6
53,-13339.6,7565.7,258,B3,786O,FIBP kd6
54,-14139.6,7559.8,259,B3,786O,FIBP kd6
55,-14939.7,7553.8,260,B3,786O,FIBP kd6
57,-15745.6,8347.6,261,B3,786O,FIBP kd6
58,-14945.5,8353.6,262,B3,786O,FIBP kd6
59,-14145.5,8359.6,263,B3,786O,FIBP kd6
60,-13345.7,8365.5,264,B3,786O,FIBP kd6
1,-21652.0,-8742.0,265,A4,786O,FIBP kd7
2,-22452.1,-8748.4,266,A4,786O,FIBP kd7
3,-23251.9,-8754.2,267,A4,786O,FIBP kd7
4,-24051.9,-8760.2,268,A4,786O,FIBP kd7
8,-27251.9,-8784.2,269,A4,786O,FIBP kd7
9,-27258.1,-7984.4,270,A4,786O,FIBP kd7
11,-25657.9,-7972.3,271,A4,786O,FIBP kd7
12,-24857.7,-7966.3,272,A4,786O,FIBP kd7
13,-24057.9,-7960.2,273,A4,786O,FIBP kd7
14,-23258.2,-7954.2,274,A4,786O,FIBP kd7
15,-22458.1,-7948.2,275,A4,786O,FIBP kd7
16,-21657.9,-7942.2,276,A4,786O,FIBP kd7
17,-21664.1,-7142.1,277,A4,786O,FIBP kd7
18,-22464.1,-7148.4,278,A4,786O,FIBP kd7
19,-23264.2,-7154.4,279,A4,786O,FIBP kd7
20,-24064.2,-7160.2,280,A4,786O,FIBP kd7
21,-24864.1,-7166.3,281,A4,786O,FIBP kd7
22,-25664.2,-7172.3,282,A4,786O,FIBP kd7
23,-26464.1,-7178.3,283,A4,786O,FIBP kd7
25,-27270.1,-6384.5,284,A4,786O,FIBP kd7
26,-26470.0,-6378.4,285,A4,786O,FIBP kd7
27,-25669.9,-6372.4,286,A4,786O,FIBP kd7
28,-24869.9,-6366.3,287,A4,786O,FIBP kd7
29,-24070.4,-6360.4,288,A4,786O,FIBP kd7
30,-23269.9,-6354.4,289,A4,786O,FIBP kd7
31,-22470.1,-6348.3,290,A4,786O,FIBP kd7
32,-21670.0,-6342.3,291,A4,786O,FIBP kd7
34,-22476.3,-5548.3,292,A4,786O,FIBP kd7
35,-23276.1,-5554.4,293,A4,786O,FIBP kd7
36,-24076.0,-5560.3,294,A4,786O,FIBP kd7
37,-24876.0,-5566.4,295,A4,786O,FIBP kd7
38,-25676.1,-5572.4,296,A4,786O,FIBP kd7
39,-26476.0,-5578.6,297,A4,786O,FIBP kd7
40,-27275.8,-5584.5,298,A4,786O,FIBP kd7
41,-27282.1,-4784.4,299,A4,786O,FIBP kd7
42,-26482.0,-4778.2,300,A4,786O,FIBP kd7
43,-25682.1,-4772.4,301,A4,786O,FIBP kd7
44,-24881.9,-4766.4,302,A4,786O,FIBP kd7
45,-24082.0,-4760.4,303,A4,786O,FIBP kd7
46,-23281.8,-4754.4,304,A4,786O,FIBP kd7
51,-23288.1,-3954.3,305,A4,786O,FIBP kd7
52,-24088.1,-3960.4,306,A4,786O,FIBP kd7
53,-24888.1,-3966.4,307,A4,786O,FIBP kd7
54,-25688.0,-3972.4,308,A4,786O,FIBP kd7
55,-26488.0,-3978.4,309,A4,786O,FIBP kd7
57,-27293.9,-3184.6,310,A4,786O,FIBP kd7
58,-26494.0,-3178.4,311,A4,786O,FIBP kd7
59,-25694.1,-3172.5,312,A4,786O,FIBP kd7
60,-24894.0,-3166.4,313,A4,786O,FIBP kd7
61,-24094.1,-3160.5,314,A4,786O,FIBP kd7
62,-23294.2,-3154.5,315,A4,786O,FIBP kd7
63,-22494.2,-3148.5,316,A4,786O,FIBP kd7
64,-21694.3,-3142.5,317,A4,786O,FIBP kd7
1,-21646.3,2789.4,318,B4,293T,untreated
2,-22446.1,2783.6,319,B4,293T,untreated
3,-23246.2,2777.4,320,B4,293T,untreated
4,-24046.2,2771.6,321,B4,293T,untreated
5,-24846.1,2765.6,322,B4,293T,untreated
6,-25646.1,2759.7,323,B4,293T,untreated
7,-26446.3,2753.7,324,B4,293T,untreated
8,-27246.0,2747.7,325,B4,293T,untreated
9,-27252.3,3547.7,326,B4,293T,untreated
10,-26452.1,3553.7,327,B4,293T,untreated
11,-25652.2,3559.7,328,B4,293T,untreated
12,-24851.9,3565.6,329,B4,293T,untreated
13,-24052.1,3571.8,330,B4,293T,untreated
14,-23252.3,3577.7,331,B4,293T,untreated
15,-22452.2,3583.8,332,B4,293T,untreated
16,-21652.3,3589.7,333,B4,293T,untreated
17,-21658.2,4389.8,334,B4,293T,untreated
18,-22458.3,4383.9,335,B4,293T,untreated
19,-23258.2,4377.9,336,B4,293T,untreated
20,-24058.0,4371.8,337,B4,293T,untreated
21,-24858.2,4365.9,338,B4,293T,untreated
22,-25658.3,4359.8,339,B4,293T,untreated
23,-26457.8,4353.9,340,B4,293T,untreated
24,-27258.2,4347.9,341,B4,293T,untreated
25,-27264.1,5147.6,342,B4,293T,untreated
26,-26464.0,5153.6,343,B4,293T,untreated
27,-25664.4,5159.6,344,B4,293T,untreated
28,-24863.9,5165.6,345,B4,293T,untreated
29,-24064.4,5171.6,346,B4,293T,untreated
30,-23264.0,5177.5,347,B4,293T,untreated
31,-22464.2,5183.6,348,B4,293T,untreated
32,-21664.2,5189.5,349,B4,293T,untreated
33,-21670.3,5989.7,350,B4,293T,untreated
34,-22470.4,5984.4,351,B4,293T,untreated
35,-23270.2,5977.8,352,B4,293T,untreated
36,-24070.3,5971.7,353,B4,293T,untreated
37,-24870.1,5965.6,354,B4,293T,untreated
38,-25670.2,5959.6,355,B4,293T,untreated
39,-26470.1,5953.6,356,B4,293T,untreated
40,-27270.1,5947.6,357,B4,293T,untreated
41,-27276.1,6747.4,358,B4,293T,untreated
42,-26476.1,6753.7,359,B4,293T,untreated
43,-25676.1,6759.6,360,B4,293T,untreated
44,-24876.2,6765.6,361,B4,293T,untreated
45,-24076.1,6771.5,362,B4,293T,untreated
46,-23276.2,6777.6,363,B4,293T,untreated
47,-22476.1,6783.7,364,B4,293T,untreated
48,-21676.3,6789.5,365,B4,293T,untreated
49,-21682.3,7589.4,366,B4,293T,untreated
50,-22482.1,7583.5,367,B4,293T,untreated
51,-23282.3,7577.8,368,B4,293T,untreated
52,-24082.2,7571.6,369,B4,293T,untreated
53,-24882.2,7565.5,370,B4,293T,untreated
54,-25682.2,7559.6,371,B4,293T,untreated
55,-26482.0,7553.5,372,B4,293T,untreated
56,-27282.1,7547.6,373,B4,293T,untreated
57,-27288.3,8347.5,374,B4,293T,untreated
58,-26488.1,8353.5,375,B4,293T,untreated
59,-25688.2,8359.4,376,B4,293T,untreated
60,-24887.9,8365.5,377,B4,293T,untreated
61,-24088.2,8371.4,378,B4,293T,untreated
62,-23288.2,8377.5,379,B4,293T,untreated
63,-22488.1,8383.5,380,B4,293T,untreated
64,-21688.4,8389.6,381,B4,293T,untreated
