Point Name,X Pos[µm],Y Pos[µm],Image,Well,CellLine,Condition
27,8911.1,5158.5,46,B1,786O,DDX39A kd1
28,9711.1,5164.4,47,B1,786O,DDX39A kd1
29,10510.9,5170.7,48,B1,786O,DDX39A kd1
30,11311.0,5176.5,49,B1,786O,DDX39A kd1
31,12111.0,5182.5,50,B1,786O,DDX39A kd1
32,12910.9,5188.6,51,B1,786O,DDX39A kd1
33,12904.9,5988.6,52,B1,786O,DDX39A kd1
34,12104.9,5982.9,53,B1,786O,DDX39A kd1
35,11304.8,5976.5,54,B1,786O,DDX39A kd1
36,10504.9,5970.5,55,B1,786O,DDX39A kd1
37,9704.9,5964.4,56,B1,786O,DDX39A kd1
38,8904.9,5958.5,57,B1,786O,DDX39A kd1
39,8105.0,5952.5,58,B1,786O,DDX39A kd1
43,8899.2,6758.5,59,B1,786O,DDX39A kd1
44,9699.0,6764.4,60,B1,786O,DDX39A kd1
45,10498.9,6770.3,61,B1,786O,DDX39A kd1
46,11299.2,6776.5,62,B1,786O,DDX39A kd1
47,12098.9,6782.5,63,B1,786O,DDX39A kd1
48,12899.2,6788.5,64,B1,786O,DDX39A kd1
49,12892.9,7588.4,65,B1,786O,DDX39A kd1
54,8893.3,7558.5,66,B1,786O,DDX39A kd1
57,7286.9,8346.4,67,B1,786O,DDX39A kd1
59,8887.0,8358.4,68,B1,786O,DDX39A kd1
63,12086.9,8382.4,69,B1,786O,DDX39A kd1
64,12886.7,8388.4,70,B1,786O,DDX39A kd1
1,1377.3,-8725.6,71,A2,786O,DDX39A kd4
2,577.3,-8731.7,72,A2,786O,DDX39A kd4
3,-222.6,-8737.9,73,A2,786O,DDX39A kd4
4,-1022.6,-8743.7,74,A2,786O,DDX39A kd4
5,-1822.7,-8749.7,75,A2,786O,DDX39A kd4
6,-2622.7,-8755.7,76,A2,786O,DDX39A kd4
7,-3422.5,-8761.8,77,A2,786O,DDX39A kd4
8,-4222.4,-8767.8,78,A2,786O,DDX39A kd4
9,-4228.5,-7967.9,79,A2,786O,DDX39A kd4
10,-3428.5,-7961.8,80,A2,786O,DDX39A kd4
11,-2628.4,-7955.9,81,A2,786O,DDX39A kd4
12,-1828.5,-7949.9,82,A2,786O,DDX39A kd4
13,-1028.4,-7943.7,83,A2,786O,DDX39A kd4
14,-228.5,-7937.8,84,A2,786O,DDX39A kd4
15,571.2,-7931.9,85,A2,786O,DDX39A kd4
16,1371.3,-7925.7,86,A2,786O,DDX39A kd4
17,1365.4,-7125.6,87,A2,786O,DDX39A kd4
18,565.2,-7131.7,88,A2,786O,DDX39A kd4
19,-234.5,-7137.9,89,A2,786O,DDX39A kd4
20,-1034.6,-7143.8,90,A2,786O,DDX39A kd4
21,-1834.4,-7149.9,91,A2,786O,DDX39A kd4
22,-2634.6,-7155.8,92,A2,786O,DDX39A kd4
23,-3434.6,-7161.9,93,A2,786O,DDX39A kd4
24,-4234.5,-7168.0,94,A2,786O,DDX39A kd4
26,-3440.5,-6362.0,95,A2,786O,DDX39A kd4
27,-2640.4,-6355.9,96,A2,786O,DDX39A kd4
28,-1840.5,-6349.8,97,A2,786O,DDX39A kd4
29,-1040.6,-6343.9,98,A2,786O,DDX39A kd4
30,-240.5,-6337.8,99,A2,786O,DDX39A kd4
31,559.2,-6331.9,100,A2,786O,DDX39A kd4
32,1359.3,-6325.9,101,A2,786O,DDX39A kd4
33,1353.5,-5525.5,102,A2,786O,DDX39A kd4
34,553.3,-5531.7,103,A2,786O,DDX39A kd4
35,-246.5,-5537.7,104,A2,786O,DDX39A kd4
36,-1046.6,-5544.1,105,A2,786O,DDX39A kd4
37,-1846.5,-5549.7,106,A2,786O,DDX39A kd4
38,-2646.7,-5555.9,107,A2,786O,DDX39A kd4
39,-3446.6,-5561.9,108,A2,786O,DDX39A kd4
42,-3452.4,-4761.7,109,A2,786O,DDX39A kd4
43,-2652.4,-4756.1,110,A2,786O,DDX39A kd4
44,-1852.7,-4750.0,111,A2,786O,DDX39A kd4
45,-1052.6,-4743.9,112,A2,786O,DDX39A kd4
46,-252.6,-4738.0,113,A2,786O,DDX39A kd4
48,1347.3,-4726.0,114,A2,786O,DDX39A kd4
49,1341.3,-3925.8,115,A2,786O,DDX39A kd4
50,541.2,-3931.8,116,A2,786O,DDX39A kd4
51,-258.5,-3938.0,117,A2,786O,DDX39A kd4
52,-1058.8,-3944.0,118,A2,786O,DDX39A kd4
53,-1858.8,-3949.8,119,A2,786O,DDX39A kd4
54,-2658.8,-3955.9,120,A2,786O,DDX39A kd4
58,-3464.4,-3161.8,121,A2,786O,DDX39A kd4
4,-978.4,2771.1,122,B2,786O,SARNP kd3
8,-4178.4,2747.3,123,B2,786O,SARNP kd3
10,-3384.4,3553.3,124,B2,786O,SARNP kd3
11,-2584.4,3559.1,125,B2,786O,SARNP kd3
12,-1784.4,3565.0,126,B2,786O,SARNP kd3
13,-984.3,3571.2,127,B2,786O,SARNP kd3
17,1409.4,4389.3,128,B2,786O,SARNP kd3
18,609.4,4383.1,129,B2,786O,SARNP kd3
19,-190.8,4377.2,130,B2,786O,SARNP kd3
20,-990.2,4371.3,131,B2,786O,SARNP kd3
21,-1790.6,4364.8,132,B2,786O,SARNP kd3
22,-2590.5,4359.4,133,B2,786O,SARNP kd3
23,-3390.4,4353.3,134,B2,786O,SARNP kd3
26,-3396.4,5153.3,135,B2,786O,SARNP kd3
27,-2596.3,5159.2,136,B2,786O,SARNP kd3
28,-1796.2,5165.3,137,B2,786O,SARNP kd3
29,-996.5,5171.1,138,B2,786O,SARNP kd3
30,-196.4,5177.1,139,B2,786O,SARNP kd3
31,603.5,5183.1,140,B2,786O,SARNP kd3
32,1403.5,5189.1,141,B2,786O,SARNP kd3
33,1397.4,5988.4,142,B2,786O,SARNP kd3
34,597.3,5983.2,143,B2,786O,SARNP kd3
35,-202.6,5977.2,144,B2,786O,SARNP kd3
36,-1002.6,5971.1,145,B2,786O,SARNP kd3
37,-1802.5,5965.2,146,B2,786O,SARNP kd3
38,-2602.5,5959.1,147,B2,786O,SARNP kd3
39,-3402.4,5953.1,148,B2,786O,SARNP kd3
40,-4202.3,5947.2,149,B2,786O,SARNP kd3
41,-4208.3,6747.0,150,B2,786O,SARNP kd3
42,-3408.3,6753.1,151,B2,786O,SARNP kd3
43,-2608.3,6758.9,152,B2,786O,SARNP kd3
44,-1808.4,6765.1,153,B2,786O,SARNP kd3
45,-1008.7,6771.2,154,B2,786O,SARNP kd3
46,-208.4,6777.0,155,B2,786O,SARNP kd3
51,-214.8,7577.2,156,B2,786O,SARNP kd3
52,-1014.4,7571.2,157,B2,786O,SARNP kd3
53,-1814.7,7565.1,158,B2,786O,SARNP kd3
54,-2614.5,7559.2,159,B2,786O,SARNP kd3
55,-3414.5,7553.2,160,B2,786O,SARNP kd3
56,-4214.4,7547.2,161,B2,786O,SARNP kd3
57,-4220.4,8347.0,162,B2,786O,SARNP kd3
58,-3420.3,8352.9,163,B2,786O,SARNP kd3
59,-2620.3,8359.0,164,B2,786O,SARNP kd3
60,-1820.7,8365.0,165,B2,786O,SARNP kd3
61,-1020.4,8371.2,166,B2,786O,SARNP kd3
62,-220.4,8377.1,167,B2,786O,SARNP kd3
2,-10928.5,-8740.0,168,A3,786O,SARNP kd9
3,-11728.6,-8745.9,169,A3,786O,SARNP kd9
4,-12528.4,-8751.9,170,A3,786O,SARNP kd9
5,-13328.1,-8757.9,171,A3,786O,SARNP kd9
6,-14128.4,-8764.0,172,A3,786O,SARNP kd9
7,-14928.5,-8769.9,173,A3,786O,SARNP kd9
8,-15728.2,-8776.1,174,A3,786O,SARNP kd9
9,-15734.7,-7976.5,175,A3,786O,SARNP kd9
10,-14934.2,-7970.0,176,A3,786O,SARNP kd9
11,-14134.3,-7963.9,177,A3,786O,SARNP kd9
12,-13334.5,-7958.0,178,A3,786O,SARNP kd9
13,-12534.3,-7952.0,179,A3,786O,SARNP kd9
14,-11734.5,-7945.9,180,A3,786O,SARNP kd9
15,-10934.5,-7940.0,181,A3,786O,SARNP kd9
16,-10134.4,-7934.1,182,A3,786O,SARNP kd9
17,-10140.5,-7133.9,183,A3,786O,SARNP kd9
18,-10940.7,-7140.1,184,A3,786O,SARNP kd9
19,-11740.5,-7146.0,185,A3,786O,SARNP kd9
20,-12540.4,-7152.0,186,A3,786O,SARNP kd9
21,-13340.6,-7158.0,187,A3,786O,SARNP kd9
22,-14140.4,-7164.1,188,A3,786O,SARNP kd9
23,-14940.5,-7170.0,189,A3,786O,SARNP kd9
24,-15740.4,-7176.0,190,A3,786O,SARNP kd9
25,-15746.5,-6376.2,191,A3,786O,SARNP kd9
26,-14946.3,-6370.1,192,A3,786O,SARNP kd9
27,-14146.3,-6364.3,193,A3,786O,SARNP kd9
28,-13346.4,-6358.0,194,A3,786O,SARNP kd9
29,-12546.5,-6352.1,195,A3,786O,SARNP kd9
30,-11746.5,-6346.0,196,A3,786O,SARNP kd9
31,-10946.5,-6340.0,197,A3,786O,SARNP kd9
32,-10146.4,-6334.1,198,A3,786O,SARNP kd9
33,-10152.5,-5533.8,199,A3,786O,SARNP kd9
34,-10952.6,-5539.9,200,A3,786O,SARNP kd9
35,-11752.5,-5545.9,201,A3,786O,SARNP kd9
36,-12552.5,-5552.1,202,A3,786O,SARNP kd9
37,-13352.4,-5558.0,203,A3,786O,SARNP kd9
38,-14152.4,-5564.1,204,A3,786O,SARNP kd9
39,-14952.5,-5570.1,205,A3,786O,SARNP kd9
40,-15752.3,-5576.2,206,A3,786O,SARNP kd9
41,-15758.6,-4776.1,207,A3,786O,SARNP kd9
42,-14958.3,-4770.1,208,A3,786O,SARNP kd9
43,-14158.3,-4764.3,209,A3,786O,SARNP kd9
44,-13358.4,-4758.2,210,A3,786O,SARNP kd9
45,-12558.4,-4752.0,211,A3,786O,SARNP kd9
46,-11758.4,-4746.2,212,A3,786O,SARNP kd9
47,-10958.4,-4740.0,213,A3,786O,SARNP kd9
48,-10158.4,-4734.2,214,A3,786O,SARNP kd9
49,-10164.5,-3934.2,215,A3,786O,SARNP kd9
50,-10964.6,-3939.4,216,A3,786O,SARNP kd9
51,-11764.6,-3945.9,217,A3,786O,SARNP kd9
52,-12564.6,-3951.9,218,A3,786O,SARNP kd9
53,-13364.6,-3958.1,219,A3,786O,SARNP kd9
54,-14164.6,-3964.1,220,A3,786O,SARNP kd9
55,-14964.3,-3970.0,221,A3,786O,SARNP kd9
56,-15764.7,-3976.1,222,A3,786O,SARNP kd9
57,-15770.5,-3176.1,223,A3,786O,SARNP kd9
58,-14970.5,-3170.2,224,A3,786O,SARNP kd9
59,-14170.4,-3164.2,225,A3,786O,SARNP kd9
60,-13370.6,-3158.2,226,A3,786O,SARNP kd9
61,-12570.4,-3152.2,227,A3,786O,SARNP kd9
62,-11770.2,-3146.3,228,A3,786O,SARNP kd9
63,-10970.5,-3140.3,229,A3,786O,SARNP kd9
64,-10170.5,-3134.2,230,A3,786O,SARNP kd9
1,-10103.8,2789.8,231,B3,786O,TMEM259 kd5
3,-11703.7,2778.0,232,B3,786O,TMEM259 kd5
4,-12503.8,2771.9,233,B3,786O,TMEM259 kd5
5,-13303.6,2766.0,234,B3,786O,TMEM259 kd5
6,-14103.7,2759.9,235,B3,786O,TMEM259 kd5
7,-14903.6,2753.8,236,B3,786O,TMEM259 kd5
8,-15703.5,2747.9,237,B3,786O,TMEM259 kd5
9,-15709.6,3547.8,238,B3,786O,TMEM259 kd5
10,-14909.5,3553.8,239,B3,786O,TMEM259 kd5
11,-14109.5,3559.8,240,B3,786O,TMEM259 kd5
12,-13309.4,3566.0,241,B3,786O,TMEM259 kd5
13,-12509.6,3571.7,242,B3,786O,TMEM259 kd5
14,-11709.7,3577.9,243,B3,786O,TMEM259 kd5
15,-10909.7,3583.9,244,B3,786O,TMEM259 kd5
17,-10115.7,4390.0,245,B3,786O,TMEM259 kd5
18,-10915.8,4383.8,246,B3,786O,TMEM259 kd5
19,-11715.7,4377.9,247,B3,786O,TMEM259 kd5
20,-12515.6,4372.0,248,B3,786O,TMEM259 kd5
21,-13315.7,4366.0,249,B3,786O,TMEM259 kd5
22,-14115.5,4360.0,250,B3,786O,TMEM259 kd5
23,-14915.6,4353.9,251,B3,786O,TMEM259 kd5
24,-15715.8,4348.1,252,B3,786O,TMEM259 kd5
25,-15721.6,5147.7,253,B3,786O,TMEM259 kd5
26,-14921.5,5153.8,254,B3,786O,TMEM259 kd5
27,-14121.5,5159.9,255,B3,786O,TMEM259 kd5
28,-13321.6,5165.9,256,B3,786O,TMEM259 kd5
29,-12521.6,5171.9,257,B3,786O,TMEM259 kd5
30,-11721.7,5177.7,258,B3,786O,TMEM259 kd5
31,-10921.6,5183.8,259,B3,786O,TMEM259 kd5
32,-10121.7,5189.7,260,B3,786O,TMEM259 kd5
33,-10127.6,5989.8,261,B3,786O,TMEM259 kd5
34,-10927.8,5983.7,262,B3,786O,TMEM259 kd5
35,-11727.8,5978.0,263,B3,786O,TMEM259 kd5
36,-12527.8,5972.0,264,B3,786O,TMEM259 kd5
37,-13327.7,5965.8,265,B3,786O,TMEM259 kd5
38,-14127.5,5959.9,266,B3,786O,TMEM259 kd5
39,-14927.6,5953.9,267,B3,786O,TMEM259 kd5
40,-15727.7,5947.9,268,B3,786O,TMEM259 kd5
41,-15733.8,6747.6,269,B3,786O,TMEM259 kd5
42,-14933.5,6753.7,270,B3,786O,TMEM259 kd5
43,-14133.6,6759.8,271,B3,786O,TMEM259 kd5
44,-13333.8,6765.7,272,B3,786O,TMEM259 kd5
45,-12533.6,6771.8,273,B3,786O,TMEM259 kd5
46,-11733.5,6777.7,274,B3,786O,TMEM259 kd5
47,-10933.6,6783.6,275,B3,786O,TMEM259 kd5
49,-10139.5,7589.5,276,B3,786O,TMEM259 kd5
50,-10939.9,7583.7,277,B3,786O,TMEM259 kd5
51,-11739.7,7578.0,278,B3,786O,TMEM259 kd5
52,-12539.7,7571.9,279,B3,786O,TMEM259 kd5
53,-13340.0,7565.9,280,B3,786O,TMEM259 kd5
54,-14139.5,7559.8,281,B3,786O,TMEM259 kd5
55,-14939.7,7553.8,282,B3,786O,TMEM259 kd5
56,-15739.7,7548.0,283,B3,786O,TMEM259 kd5
57,-15745.6,8347.7,284,B3,786O,TMEM259 kd5
58,-14945.6,8353.6,285,B3,786O,TMEM259 kd5
59,-14145.6,8359.7,286,B3,786O,TMEM259 kd5
60,-13345.7,8365.7,287,B3,786O,TMEM259 kd5
61,-12545.7,8371.8,288,B3,786O,TMEM259 kd5
62,-11745.7,8377.7,289,B3,786O,TMEM259 kd5
3,-23251.8,-8754.1,290,A4,786O,TMEM259 kd6
4,-24051.9,-8760.2,291,A4,786O,TMEM259 kd6
5,-24852.1,-8766.1,292,A4,786O,TMEM259 kd6
12,-24857.8,-7966.1,293,A4,786O,TMEM259 kd6
13,-24058.2,-7960.1,294,A4,786O,TMEM259 kd6
14,-23258.0,-7954.2,295,A4,786O,TMEM259 kd6
16,-21658.1,-7942.1,296,A4,786O,TMEM259 kd6
17,-21664.2,-7142.1,297,A4,786O,TMEM259 kd6
18,-22464.3,-7148.2,298,A4,786O,TMEM259 kd6
19,-23264.1,-7154.4,299,A4,786O,TMEM259 kd6
20,-24064.2,-7160.1,300,A4,786O,TMEM259 kd6
21,-24864.2,-7166.3,301,A4,786O,TMEM259 kd6
22,-25664.1,-7172.3,302,A4,786O,TMEM259 kd6
23,-26464.0,-7178.2,303,A4,786O,TMEM259 kd6
25,-27270.0,-6384.4,304,A4,786O,TMEM259 kd6
26,-26469.9,-6378.3,305,A4,786O,TMEM259 kd6
27,-25670.0,-6372.3,306,A4,786O,TMEM259 kd6
28,-24870.0,-6366.2,307,A4,786O,TMEM259 kd6
29,-24070.2,-6360.3,308,A4,786O,TMEM259 kd6
30,-23270.2,-6354.2,309,A4,786O,TMEM259 kd6
31,-22470.0,-6348.2,310,A4,786O,TMEM259 kd6
32,-21669.9,-6342.1,311,A4,786O,TMEM259 kd6
33,-21676.2,-5542.1,312,A4,786O,TMEM259 kd6
34,-22476.3,-5548.2,313,A4,786O,TMEM259 kd6
35,-23276.1,-5554.3,314,A4,786O,TMEM259 kd6
36,-24076.3,-5560.3,315,A4,786O,TMEM259 kd6
37,-24875.8,-5566.3,316,A4,786O,TMEM259 kd6
38,-25676.1,-5572.2,317,A4,786O,TMEM259 kd6
39,-26475.9,-5578.3,318,A4,786O,TMEM259 kd6
40,-27276.0,-5584.4,319,A4,786O,TMEM259 kd6
41,-27282.0,-4784.1,320,A4,786O,TMEM259 kd6
42,-26482.0,-4778.2,321,A4,786O,TMEM259 kd6
43,-25682.1,-4772.3,322,A4,786O,TMEM259 kd6
44,-24882.0,-4766.2,323,A4,786O,TMEM259 kd6
45,-24082.3,-4760.4,324,A4,786O,TMEM259 kd6
46,-23282.0,-4754.3,325,A4,786O,TMEM259 kd6
47,-22482.1,-4748.4,326,A4,786O,TMEM259 kd6
48,-21681.9,-4742.3,327,A4,786O,TMEM259 kd6
49,-21688.2,-3942.2,328,A4,786O,TMEM259 kd6
50,-22488.0,-3948.3,329,A4,786O,TMEM259 kd6
51,-23288.1,-3954.2,330,A4,786O,TMEM259 kd6
52,-24088.2,-3960.3,331,A4,786O,TMEM259 kd6
53,-24888.2,-3966.1,332,A4,786O,TMEM259 kd6
54,-25688.2,-3972.3,333,A4,786O,TMEM259 kd6
55,-26487.9,-3978.3,334,A4,786O,TMEM259 kd6
57,-27294.3,-3184.3,335,A4,786O,TMEM259 kd6
58,-26494.0,-3178.5,336,A4,786O,TMEM259 kd6
59,-25694.0,-3172.4,337,A4,786O,TMEM259 kd6
60,-24894.0,-3166.4,338,A4,786O,TMEM259 kd6
61,-24094.1,-3160.4,339,A4,786O,TMEM259 kd6
62,-23294.1,-3154.4,340,A4,786O,TMEM259 kd6
63,-22494.1,-3148.4,341,A4,786O,TMEM259 kd6
64,-21694.3,-3142.5,342,A4,786O,TMEM259 kd6
1,-21646.5,2789.6,343,B4,293T,untreated
2,-22446.4,2783.7,344,B4,293T,untreated
3,-23246.4,2777.9,345,B4,293T,untreated
4,-24046.4,2771.8,346,B4,293T,untreated
5,-24846.4,2766.0,347,B4,293T,untreated
6,-25646.3,2759.9,348,B4,293T,untreated
7,-26446.2,2753.9,349,B4,293T,untreated
8,-27246.2,2748.0,350,B4,293T,untreated
9,-27252.4,3547.8,351,B4,293T,untreated
10,-26452.3,3553.8,352,B4,293T,untreated
11,-25652.4,3559.7,353,B4,293T,untreated
12,-24852.2,3565.8,354,B4,293T,untreated
13,-24052.2,3571.8,355,B4,293T,untreated
14,-23252.4,3577.7,356,B4,293T,untreated
15,-22452.4,3583.9,357,B4,293T,untreated
16,-21652.3,3589.7,358,B4,293T,untreated
17,-21658.4,4390.0,359,B4,293T,untreated
18,-22458.6,4383.9,360,B4,293T,untreated
19,-23258.4,4378.1,361,B4,293T,untreated
20,-24058.1,4371.9,362,B4,293T,untreated
21,-24858.4,4366.1,363,B4,293T,untreated
22,-25658.5,4359.9,364,B4,293T,untreated
23,-26458.0,4354.1,365,B4,293T,untreated
24,-27258.3,4348.0,366,B4,293T,untreated
25,-27264.2,5147.7,367,B4,293T,untreated
26,-26464.3,5153.7,368,B4,293T,untreated
27,-25664.6,5159.9,369,B4,293T,untreated
28,-24864.1,5165.7,370,B4,293T,untreated
29,-24064.6,5171.8,371,B4,293T,untreated
30,-23264.3,5177.8,372,B4,293T,untreated
31,-22464.3,5183.7,373,B4,293T,untreated
32,-21664.4,5189.8,374,B4,293T,untreated
33,-21670.5,5989.9,375,B4,293T,untreated
34,-22470.3,5983.9,376,B4,293T,untreated
35,-23270.5,5977.9,377,B4,293T,untreated
36,-24070.5,5971.8,378,B4,293T,untreated
37,-24870.4,5965.8,379,B4,293T,untreated
38,-25670.4,5959.8,380,B4,293T,untreated
39,-26470.4,5953.8,381,B4,293T,untreated
40,-27270.4,5947.7,382,B4,293T,untreated
41,-27276.4,6747.7,383,B4,293T,untreated
42,-26476.3,6753.8,384,B4,293T,untreated
43,-25676.4,6759.9,385,B4,293T,untreated
44,-24876.3,6765.8,386,B4,293T,untreated
45,-24076.5,6771.7,387,B4,293T,untreated
46,-23276.1,6777.9,388,B4,293T,untreated
47,-22476.4,6783.7,389,B4,293T,untreated
48,-21676.3,6789.8,390,B4,293T,untreated
49,-21682.5,7589.9,391,B4,293T,untreated
50,-22482.4,7583.9,392,B4,293T,untreated
51,-23282.5,7577.9,393,B4,293T,untreated
52,-24082.3,7572.0,394,B4,293T,untreated
53,-24882.5,7565.2,395,B4,293T,untreated
54,-25682.3,7559.8,396,B4,293T,untreated
55,-26482.3,7553.9,397,B4,293T,untreated
56,-27282.3,7547.8,398,B4,293T,untreated
57,-27288.3,8347.7,399,B4,293T,untreated
58,-26488.3,8353.7,400,B4,293T,untreated
59,-25688.5,8359.7,401,B4,293T,untreated
60,-24888.2,8365.6,402,B4,293T,untreated
61,-24088.4,8371.6,403,B4,293T,untreated
62,-23288.5,8377.7,404,B4,293T,untreated
63,-22488.3,8383.7,405,B4,293T,untreated
64,-21688.3,8389.6,406,B4,293T,untreated
