Point Name,X Pos[µm],Y Pos[µm],Image,Well,CellLine,Condition
34,553.2,-5531.8,90,A2,786O,DDX39A kd4
35,-246.6,-5537.7,91,A2,786O,DDX39A kd4
36,-1046.7,-5544.1,92,A2,786O,DDX39A kd4
38,-2646.7,-5555.9,93,A2,786O,DDX39A kd4
40,-4246.4,-5567.8,94,A2,786O,DDX39A kd4
43,-2652.5,-4755.9,95,A2,786O,DDX39A kd4
44,-1852.5,-4749.9,96,A2,786O,DDX39A kd4
45,-1052.5,-4743.8,97,A2,786O,DDX39A kd4
61,-1064.4,-3144.0,98,A2,786O,DDX39A kd4
62,-264.5,-3137.9,99,A2,786O,DDX39A kd4
8,-4178.2,2747.1,100,B2,786O,SARNP kd3
19,-190.6,4377.3,101,B2,786O,SARNP kd3
20,-990.2,4371.3,102,B2,786O,SARNP kd3
21,-1790.4,4365.2,103,B2,786O,SARNP kd3
22,-2590.4,4359.2,104,B2,786O,SARNP kd3
26,-3396.2,5153.1,105,B2,786O,SARNP kd3
27,-2596.2,5159.0,106,B2,786O,SARNP kd3
28,-1796.4,5165.1,107,B2,786O,SARNP kd3
29,-996.2,5170.8,108,B2,786O,SARNP kd3
30,-196.3,5177.0,109,B2,786O,SARNP kd3
31,603.6,5183.0,110,B2,786O,SARNP kd3
32,1403.6,5189.1,111,B2,786O,SARNP kd3
35,-202.5,5977.2,112,B2,786O,SARNP kd3
36,-1002.5,5971.1,113,B2,786O,SARNP kd3
37,-1802.4,5964.9,114,B2,786O,SARNP kd3
38,-2602.5,5959.0,115,B2,786O,SARNP kd3
39,-3402.4,5953.1,116,B2,786O,SARNP kd3
42,-3408.1,6753.1,117,B2,786O,SARNP kd3
43,-2608.3,6758.8,118,B2,786O,SARNP kd3
44,-1808.2,6765.1,119,B2,786O,SARNP kd3
45,-1008.5,6770.9,120,B2,786O,SARNP kd3
46,-208.2,6776.9,121,B2,786O,SARNP kd3
58,-3420.2,8352.8,122,B2,786O,SARNP kd3
62,-220.3,8377.0,123,B2,786O,SARNP kd3
1,-10128.3,-8734.0,124,A3,786O,SARNP kd9
2,-10928.5,-8740.0,125,A3,786O,SARNP kd9
3,-11728.5,-8746.1,126,A3,786O,SARNP kd9
4,-12528.6,-8752.1,127,A3,786O,SARNP kd9
5,-13328.4,-8758.1,128,A3,786O,SARNP kd9
6,-14128.3,-8764.1,129,A3,786O,SARNP kd9
7,-14928.3,-8770.0,130,A3,786O,SARNP kd9
8,-15728.3,-8776.1,131,A3,786O,SARNP kd9
10,-14934.2,-7970.1,132,A3,786O,SARNP kd9
13,-12534.2,-7952.0,133,A3,786O,SARNP kd9
14,-11734.3,-7946.0,134,A3,786O,SARNP kd9
15,-10934.3,-7940.1,135,A3,786O,SARNP kd9
16,-10134.3,-7934.1,136,A3,786O,SARNP kd9
17,-10140.3,-7133.9,137,A3,786O,SARNP kd9
18,-10940.6,-7140.2,138,A3,786O,SARNP kd9
19,-11740.2,-7146.1,139,A3,786O,SARNP kd9
20,-12540.3,-7152.2,140,A3,786O,SARNP kd9
21,-13340.5,-7158.3,141,A3,786O,SARNP kd9
23,-14940.4,-7170.2,142,A3,786O,SARNP kd9
24,-15740.4,-7176.0,143,A3,786O,SARNP kd9
25,-15746.7,-6376.3,144,A3,786O,SARNP kd9
27,-14146.1,-6364.2,145,A3,786O,SARNP kd9
28,-13346.2,-6358.2,146,A3,786O,SARNP kd9
29,-12546.3,-6352.3,147,A3,786O,SARNP kd9
30,-11746.4,-6346.2,148,A3,786O,SARNP kd9
31,-10946.3,-6340.0,149,A3,786O,SARNP kd9
32,-10146.5,-6334.3,150,A3,786O,SARNP kd9
33,-10152.4,-5533.9,151,A3,786O,SARNP kd9
34,-10952.5,-5540.1,152,A3,786O,SARNP kd9
35,-11752.3,-5546.1,153,A3,786O,SARNP kd9
36,-12552.4,-5552.2,154,A3,786O,SARNP kd9
37,-13352.2,-5558.2,155,A3,786O,SARNP kd9
39,-14952.4,-5570.2,156,A3,786O,SARNP kd9
40,-15752.5,-5576.2,157,A3,786O,SARNP kd9
44,-13358.4,-4758.1,158,A3,786O,SARNP kd9
48,-10158.3,-4734.1,159,A3,786O,SARNP kd9
49,-10164.3,-3934.1,160,A3,786O,SARNP kd9
57,-15770.3,-3176.3,161,A3,786O,SARNP kd9
58,-14970.3,-3170.3,162,A3,786O,SARNP kd9
59,-14170.1,-3164.3,163,A3,786O,SARNP kd9
62,-11770.2,-3146.3,164,A3,786O,SARNP kd9
63,-10970.4,-3140.3,165,A3,786O,SARNP kd9
64,-10170.7,-3134.3,166,A3,786O,SARNP kd9
1,-10103.8,2789.1,167,B3,786O,TMEM259 kd5
2,-10903.8,2783.3,168,B3,786O,TMEM259 kd5
13,-12509.5,3571.3,169,B3,786O,TMEM259 kd5
14,-11709.7,3577.3,170,B3,786O,TMEM259 kd5
15,-10909.8,3583.4,171,B3,786O,TMEM259 kd5
16,-10109.6,3589.3,172,B3,786O,TMEM259 kd5
17,-10115.7,4389.4,173,B3,786O,TMEM259 kd5
18,-10915.8,4383.2,174,B3,786O,TMEM259 kd5
19,-11715.9,4377.4,175,B3,786O,TMEM259 kd5
20,-12515.8,4371.4,176,B3,786O,TMEM259 kd5
21,-13315.7,4365.3,177,B3,786O,TMEM259 kd5
22,-14115.6,4359.4,178,B3,786O,TMEM259 kd5
26,-14921.5,5153.4,179,B3,786O,TMEM259 kd5
27,-14121.5,5159.0,180,B3,786O,TMEM259 kd5
28,-13321.5,5165.3,181,B3,786O,TMEM259 kd5
29,-12521.7,5171.2,182,B3,786O,TMEM259 kd5
30,-11721.6,5177.1,183,B3,786O,TMEM259 kd5
31,-10921.6,5183.3,184,B3,786O,TMEM259 kd5
32,-10121.8,5189.1,185,B3,786O,TMEM259 kd5
35,-11727.8,5977.3,186,B3,786O,TMEM259 kd5
36,-12527.8,5971.4,187,B3,786O,TMEM259 kd5
37,-13327.7,5965.2,188,B3,786O,TMEM259 kd5
38,-14127.7,5959.2,189,B3,786O,TMEM259 kd5
39,-14927.5,5953.3,190,B3,786O,TMEM259 kd5
42,-14933.5,6753.3,191,B3,786O,TMEM259 kd5
43,-14133.5,6759.3,192,B3,786O,TMEM259 kd5
44,-13333.8,6765.3,193,B3,786O,TMEM259 kd5
45,-12533.6,6771.2,194,B3,786O,TMEM259 kd5
46,-11733.5,6777.1,195,B3,786O,TMEM259 kd5
51,-11739.8,7577.2,196,B3,786O,TMEM259 kd5
53,-13339.8,7565.2,197,B3,786O,TMEM259 kd5
60,-13345.5,8365.2,198,B3,786O,TMEM259 kd5
8,-27251.9,-8784.1,199,A4,786O,TMEM259 kd6
9,-27258.0,-7984.3,200,A4,786O,TMEM259 kd6
16,-21657.9,-7942.1,201,A4,786O,TMEM259 kd6
17,-21664.1,-7141.8,202,A4,786O,TMEM259 kd6
18,-22464.1,-7148.0,203,A4,786O,TMEM259 kd6
19,-23264.3,-7154.0,204,A4,786O,TMEM259 kd6
20,-24064.2,-7160.1,205,A4,786O,TMEM259 kd6
24,-27263.9,-7184.0,206,A4,786O,TMEM259 kd6
25,-27270.0,-6384.2,207,A4,786O,TMEM259 kd6
28,-24870.1,-6366.0,208,A4,786O,TMEM259 kd6
29,-24070.0,-6360.1,209,A4,786O,TMEM259 kd6
30,-23270.0,-6353.9,210,A4,786O,TMEM259 kd6
31,-22470.3,-6348.1,211,A4,786O,TMEM259 kd6
32,-21669.9,-6342.0,212,A4,786O,TMEM259 kd6
33,-21676.2,-5541.8,213,A4,786O,TMEM259 kd6
34,-22476.3,-5548.0,214,A4,786O,TMEM259 kd6
35,-23276.1,-5554.0,215,A4,786O,TMEM259 kd6
37,-24876.0,-5566.1,216,A4,786O,TMEM259 kd6
40,-27275.8,-5584.2,217,A4,786O,TMEM259 kd6
41,-27282.2,-4784.0,218,A4,786O,TMEM259 kd6
44,-24881.9,-4766.0,219,A4,786O,TMEM259 kd6
48,-21681.9,-4742.0,220,A4,786O,TMEM259 kd6
49,-21688.2,-3942.1,221,A4,786O,TMEM259 kd6
58,-26494.1,-3178.1,222,A4,786O,TMEM259 kd6
59,-25694.0,-3172.3,223,A4,786O,TMEM259 kd6
61,-24094.0,-3160.3,224,A4,786O,TMEM259 kd6
62,-23294.2,-3154.2,225,A4,786O,TMEM259 kd6
1,-21646.3,2789.8,226,B4,293T,untreated
2,-22446.1,2783.9,227,B4,293T,untreated
3,-23246.2,2777.9,228,B4,293T,untreated
4,-24046.2,2772.0,229,B4,293T,untreated
5,-24846.0,2765.9,230,B4,293T,untreated
6,-25646.1,2759.9,231,B4,293T,untreated
7,-26446.1,2753.8,232,B4,293T,untreated
8,-27246.0,2748.1,233,B4,293T,untreated
9,-27252.3,3547.9,234,B4,293T,untreated
10,-26452.1,3554.1,235,B4,293T,untreated
11,-25652.2,3559.9,236,B4,293T,untreated
12,-24851.9,3566.0,237,B4,293T,untreated
13,-24052.0,3571.9,238,B4,293T,untreated
14,-23252.2,3577.9,239,B4,293T,untreated
15,-22452.4,3583.8,240,B4,293T,untreated
16,-21652.2,3589.9,241,B4,293T,untreated
17,-21658.1,4390.1,242,B4,293T,untreated
18,-22458.3,4384.1,243,B4,293T,untreated
19,-23258.2,4378.2,244,B4,293T,untreated
20,-24057.8,4372.2,245,B4,293T,untreated
21,-24858.2,4366.2,246,B4,293T,untreated
22,-25658.1,4360.0,247,B4,293T,untreated
23,-26458.1,4354.1,248,B4,293T,untreated
24,-27258.2,4348.2,249,B4,293T,untreated
25,-27264.0,5147.8,250,B4,293T,untreated
26,-26464.0,5153.9,251,B4,293T,untreated
27,-25664.1,5159.7,252,B4,293T,untreated
28,-24864.0,5165.8,253,B4,293T,untreated
29,-24064.4,5171.9,254,B4,293T,untreated
30,-23264.2,5177.9,255,B4,293T,untreated
31,-22464.1,5183.8,256,B4,293T,untreated
32,-21664.2,5189.9,257,B4,293T,untreated
33,-21670.3,5989.9,258,B4,293T,untreated
34,-22470.4,5983.9,259,B4,293T,untreated
35,-23270.2,5978.0,260,B4,293T,untreated
36,-24070.2,5972.7,261,B4,293T,untreated
37,-24870.3,5965.9,262,B4,293T,untreated
38,-25670.2,5960.0,263,B4,293T,untreated
39,-26470.0,5953.9,264,B4,293T,untreated
40,-27270.3,5948.1,265,B4,293T,untreated
41,-27276.2,6747.8,266,B4,293T,untreated
42,-26476.0,6754.0,267,B4,293T,untreated
43,-25675.9,6759.8,268,B4,293T,untreated
44,-24876.1,6765.9,269,B4,293T,untreated
45,-24076.1,6771.9,270,B4,293T,untreated
46,-23276.0,6777.9,271,B4,293T,untreated
47,-22476.2,6783.8,272,B4,293T,untreated
48,-21676.0,6789.9,273,B4,293T,untreated
49,-21682.3,7589.6,274,B4,293T,untreated
50,-22482.1,7583.8,275,B4,293T,untreated
51,-23282.2,7577.9,276,B4,293T,untreated
52,-24082.3,7571.9,277,B4,293T,untreated
53,-24882.1,7566.0,278,B4,293T,untreated
54,-25682.0,7559.8,279,B4,293T,untreated
55,-26482.1,7553.9,280,B4,293T,untreated
56,-27282.0,7548.0,281,B4,293T,untreated
57,-27288.3,8347.8,282,B4,293T,untreated
58,-26488.1,8353.8,283,B4,293T,untreated
59,-25688.1,8359.8,284,B4,293T,untreated
60,-24888.0,8365.8,285,B4,293T,untreated
61,-24088.3,8371.8,286,B4,293T,untreated
62,-23288.1,8377.8,287,B4,293T,untreated
63,-22488.2,8383.8,288,B4,293T,untreated
64,-21688.4,8389.8,289,B4,293T,untreated
